BAYESIAN RESULTS
Input 1 (Ego Speed),Input 2 (Target Speed),Output 1 (TTC),Output 2(Jerk),HyperVolum,Generational Distance,Is_Pareto
18.6,3.7,1.1486526727676392,-2.507493937016919,7.51087374500304,5.669938496711188,
15.1,7.6,0.7606263160705566,-4.55355195998589,7.51087374500304,5.669938496711188,
19.1,1.3,1.3275160789489746,-3.136558532716582,7.51087374500304,5.669938496711188,
22.1,1.7,1.376589059829712,-5.285572481158325,7.51087374500304,5.669938496711188,
19.5,11.0,0.8221736550331116,-10.992876648862703,7.51087374500304,5.669938496711188,
23.5,6.8,1.2723166942596436,-9.516933746628155,7.51087374500304,5.669938496711188,
20.8,0.0,1.4478765726089478,-0.9025703668599362,7.51087374500304,5.669938496711188,
20.5,9.4,1.0520670413970947,-8.946411132801565,7.51087374500304,5.669938496711188,
23.6,11.0,0.8491670489311218,-11.600506913674803,7.51087374500304,5.669938496711188,
21.9,7.0,1.1728061437606812,-9.377781248081188,7.51087374500304,5.669938496711188,
19.6,9.0,0.8128824234008789,-8.716806113709287,7.51087374500304,5.669938496711188,
14.6,1.1,1.0663613080978394,-1.4184432029706786,7.51087374500304,5.669938496711188,
25.0,10.5,1.0663613080978394,-1.4184432029706786,7.51087374500304,5.669938496711188,
24.4,10.8,0.8354492783546448,-9.81271907686803,7.51087374500304,5.669938496711188,
17.0,10.4,0.7186406850814819,-9.368991339225122,7.51087374500304,5.669938496711188,
21.6,4.6,1.2946405410766602,-3.2477525949496147,7.51087374500304,5.669938496711188,
25.0,2.1,1.4575458765029907,-2.508578443528612,7.51087374500304,5.669938496711188,
23.1,6.3,1.3075344562530518,-10.998913714279501,7.51087374500304,5.669938496711188,
22.7,6.5,1.045169472694397,-7.296764755244171,7.51087374500304,5.669938496711188,
23.5,6.2,1.3117365837097168,-10.57407187818541,7.51087374500304,5.669938496711188,
23.2,5.9,0.9982072114944458,-8.047397518152325,7.51087374500304,5.669938496711188,
16.9,5.6,1.0814138650894165,-2.6069497585264774,7.51087374500304,5.669938496711188,
24.7,11.0,0.6966562271118164,-9.551149296741288,7.51087374500304,5.669938496711188,Pareto
21.1,9.7,0.6966562271118164,-9.551149296741288,7.51087374500304,5.669938496711188,Pareto
21.0,10.3,0.8414069414138794,-9.8015817641871,7.51087374500304,5.669938496711188,
24.5,8.4,1.2662839889526367,-10.576016366468856,7.51087374500304,5.669938496711188,
25.0,6.2,1.3338090181350708,-9.780335044863126,7.51087374500304,5.669938496711188,
19.7,8.0,1.0420475006103516,-10.086013615119047,7.51087374500304,5.669938496711188,
20.2,7.7,1.0541001558303833,-10.07697062491139,7.51087374500304,5.669938496711188,
14.0,10.6,0.8833244442939758,-8.624544978100605,7.51087374500304,5.669938496711188,
20.4,7.2,1.1411547660827637,-2.8063658952678714,7.51087374500304,5.669938496711188,
