SWEEPING RESULTS
Input 1 (Ego Speed),Input 2 (Target Speed),Output 1 (TTC),Output 2(Jerk),HyperVolum,Generational Distance,Is_Pareto
14.0,0.0,1.0821267366409302,-0.9020199775700783,7.345673413297798,5.03733201361502,
14.0,0.5,1.0760525465011597,-1.3200802803023417,7.345673413297798,5.03733201361502,
14.0,1.0,1.0500248670578003,-4.361494064325725,7.345673413297798,5.03733201361502,
14.0,1.5,1.0892254114151,-2.1253545284245265,7.345673413297798,5.03733201361502,
14.0,2.0,0.9819026589393616,-3.1602492332419874,7.345673413297798,5.03733201361502,
14.0,2.5,1.104663610458374,-4.152847766871146,7.345673413297798,5.03733201361502,
14.0,3.0,1.023566722869873,-1.2079286575302621,7.345673413297798,5.03733201361502,
14.0,3.5,0.9775041341781616,-1.754552364347221,7.345673413297798,5.03733201361502,
14.0,4.0,0.9356580376625061,-2.3209245204897173,7.345673413297798,5.03733201361502,
14.0,4.5,1.3796849250793457,-2.266512155530067,7.345673413297798,5.03733201361502,
14.0,5.0,0.9042606949806213,-1.9428744316077329,7.345673413297798,5.03733201361502,
14.0,5.5,0.8633039593696594,-4.073508739466457,7.345673413297798,5.03733201361502,
14.0,6.0,1.1164530515670776,-2.479900360104391,7.345673413297798,5.03733201361502,
14.0,6.5,0.758749783039093,-2.028962659833336,7.345673413297798,5.03733201361502,
14.0,7.0,1.4948978424072266,-3.591097354884527,7.345673413297798,5.03733201361502,
14.0,7.5,1.5748531818389893,-4.062719345087837,7.345673413297798,5.03733201361502,
14.0,8.0,1.0054792165756226,-1.199357032778674,7.345673413297798,5.03733201361502,
14.0,8.5,1.844879388809204,-1.866744995121538,7.345673413297798,5.03733201361502,
14.0,9.0,1.2291220426559448,-10.7583047867072,7.345673413297798,5.03733201361502,
14.0,9.5,0.8421552777290344,-9.942273029637548,7.345673413297798,5.03733201361502,
14.0,10.0,0.8454301953315735,-10.509449607087584,7.345673413297798,5.03733201361502,
14.0,10.5,0.8481174111366272,-10.492713749358622,7.345673413297798,5.03733201361502,
