BAYESIAN RESULTS
Input 1 (Ego Speed),Input 2 (Target Speed),Output 1 (TTC),Output 2(Jerk),HyperVolum,Generational Distance,Is_Pareto
22.9,4.8,1.2845416069030762,-1.9957527756702038,7.55344867699794,5.58828453779799,
23.8,5.2,1.3454031944274902,-13.83771190644075,7.55344867699794,5.58828453779799,Pareto
23.7,5.0,1.3789805173873901,-13.645353794105443,7.55344867699794,5.58828453779799,
23.6,5.4,1.3054438829421997,-12.45826969145487,7.55344867699794,5.58828453779799,Pareto
23.6,3.7,1.3501214981079102,-11.711100444185629,7.55344867699794,5.58828453779799,
14.0,10.9,0.83525151014328,-11.123632192558581,7.55344867699794,5.58828453779799,
20.9,9.3,1.0545415878295898,-12.057958793625401,7.55344867699794,5.58828453779799,
21.5,8.8,1.1321386098861694,-9.17417783736061,7.55344867699794,5.58828453779799,
21.0,9.8,0.8000791668891907,-11.406658697146208,7.55344867699794,5.58828453779799,
23.8,9.9,0.785316526889801,-9.431319239747115,7.55344867699794,5.58828453779799,
23.8,8.6,1.1925561428070068,-10.231674551951299,7.55344867699794,5.58828453779799,
25.0,9.1,1.2991611957550049,-9.623076653468766,7.55344867699794,5.58828453779799,
24.9,10.9,0.7990906238555908,-10.476616644831129,7.55344867699794,5.58828453779799,
23.9,11.0,0.757713258266449,-10.86996617319733,7.55344867699794,5.58828453779799,
24.9,10.1,0.8015395402908325,-8.881438744060555,7.55344867699794,5.58828453779799,
19.3,11.0,0.78106689453125,-9.299505233753283,7.55344867699794,5.58828453779799,
22.8,8.0,1.159334421157837,-8.809331035603247,7.55344867699794,5.58828453779799,
16.3,0.0,1.1504437923431396,-0.8016386032108935,7.55344867699794,5.58828453779799,
25.0,7.9,1.3177571296691895,-6.570509243006761,7.55344867699794,5.58828453779799,
23.0,10.3,0.7481622099876404,-9.568802684499827,7.55344867699794,5.58828453779799,
21.5,10.9,0.8226417303085327,-9.383082404738172,7.55344867699794,5.58828453779799,
24.1,5.3,1.3887605667114258,-13.520581603057707,7.55344867699794,5.58828453779799,
14.0,0.0,1.0821267366409302,-0.9020199775700783,7.55344867699794,5.58828453779799,
21.3,7.3,1.2393993139266968,-8.786394859839668,7.55344867699794,5.58828453779799,
24.3,3.1,1.4825271368026733,-7.8015372574372615,7.55344867699794,5.58828453779799,
23.7,4.2,1.3309462070465088,-11.396437764156172,7.55344867699794,5.58828453779799,
20.6,8.7,1.1069393157958984,-6.251878011219011,7.55344867699794,5.58828453779799,
19.1,3.2,1.1847126483917236,-2.6836472272887795,7.55344867699794,5.58828453779799,
24.0,5.1,1.4223182201385498,-13.324929714210262,7.55344867699794,5.58828453779799,
14.0,10.1,0.8305370807647705,-10.783665806003574,7.55344867699794,5.58828453779799,
18.2,11.0,0.9614881873130798,-11.882076513749459,7.55344867699794,5.58828453779799,
18.6,10.3,0.742510974407196,-11.142914283273889,7.55344867699794,5.58828453779799,Pareto
17.6,11.0,0.7934678792953491,-11.776214671078716,7.55344867699794,5.58828453779799,
18.0,10.5,0.8308303356170654,-8.770027196365435,7.55344867699794,5.58828453779799,
16.4,11.0,0.7486734390258789,-11.891425728825624,7.55344867699794,5.58828453779799,Pareto
15.8,11.0,0.8291774392127991,-11.909510922447964,7.55344867699794,5.58828453779799,
17.0,11.0,0.8360837697982788,-9.715637528849943,7.55344867699794,5.58828453779799,
19.2,10.2,0.7486461400985718,-8.726370668393562,7.55344867699794,5.58828453779799,
18.5,0.0,1.3219428062438965,-5.006887745860014,7.55344867699794,5.58828453779799,
22.4,6.8,0.7119593620300293,-9.637372812622381,7.55344867699794,5.58828453779799,Pareto
23.3,11.0,0.7907791137695312,-12.22989833357385,7.55344867699794,5.58828453779799,Pareto
23.0,3.4,1.333815574645996,-0.9112388372426314,7.55344867699794,5.58828453779799,
20.7,6.3,1.1742621660232544,-3.083390402790374,7.55344867699794,5.58828453779799,
18.6,11.0,0.775081217288971,-10.068267440794097,7.55344867699794,5.58828453779799,
18.5,9.5,0.8508182764053345,-9.452061200096773,7.55344867699794,5.58828453779799,
22.2,0.0,1.4345225095748901,-2.1315815925609956,7.55344867699794,5.58828453779799,
23.4,9.2,0.8451969027519226,-8.543634879578638,7.55344867699794,5.58828453779799,
23.6,10.6,0.7641076445579529,-10.391121244380916,7.55344867699794,5.58828453779799,
14.0,6.6,1.0390747785568237,-0.5498528480523065,7.55344867699794,5.58828453779799,
17.0,7.9,1.0918177366256714,-2.1179180145237786,7.55344867699794,5.58828453779799,
22.0,7.6,1.1401621103286743,-6.60120930670885,7.55344867699794,5.58828453779799,
23.7,7.8,1.2580816745758057,-9.063335885100267,7.55344867699794,5.58828453779799,
14.0,9.3,1.0885241031646729,-11.254531526591776,7.55344867699794,5.58828453779799,
20.5,9.5,1.0017039775848389,-9.476212739932876,7.55344867699794,5.58828453779799,
21.3,9.4,1.134423017501831,-8.585727262510545,7.55344867699794,5.58828453779799,
22.1,10.2,0.7598744034767151,-9.457797431924407,7.55344867699794,5.58828453779799,
23.0,6.3,1.3210508823394775,-11.034595026810925,7.55344867699794,5.58828453779799,
14.5,9.6,0.8144382834434509,-9.995372533821511,7.55344867699794,5.58828453779799,
17.7,1.6,1.1744325160980225,-3.758799386026558,7.55344867699794,5.58828453779799,
24.3,9.2,0.8014991879463196,-8.29011223315179,7.55344867699794,5.58828453779799,
23.0,7.0,1.232853889465332,-11.320286953435412,7.55344867699794,5.58828453779799,
23.9,5.3,1.3482779264450073,-13.021473884589714,7.55344867699794,5.58828453779799,
23.6,5.1,1.324717402458191,-12.358670425402433,7.55344867699794,5.58828453779799,
23.6,4.7,1.3974710702896118,-8.551535844795277,7.55344867699794,5.58828453779799,
14.4,11.0,0.8302781581878662,-12.208739662112114,7.55344867699794,5.58828453779799,
23.8,5.1,1.376399278640747,-13.681358051307612,7.55344867699794,5.58828453779799,
14.3,10.6,0.8266645073890686,-10.495107361624193,7.55344867699794,5.58828453779799,
24.3,10.6,0.8434842824935913,-11.157334995216498,7.55344867699794,5.58828453779799,
23.3,5.8,0.7711719870567322,-8.337341481447158,7.55344867699794,5.58828453779799,
24.4,11.0,0.7759422063827515,-11.69523367879365,7.55344867699794,5.58828453779799,
15.5,1.7,1.0416533946990967,-6.154377198222503,7.55344867699794,5.58828453779799,
24.3,5.3,1.417902946472168,-13.45880537033825,7.55344867699794,5.58828453779799,
22.9,11.0,0.7308799624443054,-8.926575899136155,7.55344867699794,5.58828453779799,
20.0,10.5,0.7161186933517456,-8.14602082968294,7.55344867699794,5.58828453779799,
14.0,4.4,1.1727912425994873,-2.1891193389865826,7.55344867699794,5.58828453779799,
25.0,5.7,1.4142433404922485,-12.241853475577447,7.55344867699794,5.58828453779799,
24.2,4.7,1.3624805212020874,-10.779539257293937,7.55344867699794,5.58828453779799,
20.9,10.8,0.8389905691146851,-9.934852212620028,7.55344867699794,5.58828453779799,
16.1,11.0,0.83958500623703,-12.151239395100172,7.55344867699794,5.58828453779799,
19.4,4.9,1.1628596782684326,-0.19612467288981783,7.55344867699794,5.58828453779799,
